MAE,RMSE,sMAPE,MASE,model,horizon,series_id,seasonality_strength
248.48289765177546,253.5311354688656,1.655890476725268,1.2084686079465212,AutoTheta,7,T2394,0.9861119375223296
464.67921628720563,516.1080072753733,3.0636335152531613,2.259915072445902,AutoTheta,14,T2394,0.9861119375223296
14.582857142857165,16.8944327262817,0.9827540069049904,0.6217210176956356,Naive,7,T2998,0.9567561936149641
21.794285714285675,24.26081673339597,1.456115444840078,0.9291708313053081,Naive,14,T2998,0.9567561936149641
11.475714285714275,13.545598652593476,0.7725822820934053,0.4892520508570757,SeasonalNaive,7,T2998,0.9567561936149641
20.678571428571395,24.888769986252218,1.3812180635431845,0.8816038137876466,SeasonalNaive,14,T2998,0.9567561936149641
15.101211217364314,17.975208416111382,1.0175593676671508,0.6438203648655498,AutoETS,7,T2998,0.9567561936149641
17.658608166958533,19.91012568244094,1.1790656009393707,0.7528516348408046,AutoETS,14,T2998,0.9567561936149641
13.239154857978715,15.594461779207505,0.8924683654517882,0.5644340303891892,AutoTheta,7,T2998,0.9567561936149641
19.816544530109905,22.485178633196025,1.323321741055926,0.844852425815983,AutoTheta,14,T2998,0.9567561936149641
30.071428571428637,32.22149149691425,1.7141525248891682,1.189068131366977,Naive,7,T3564,0.9551428108336908
40.773571428571486,43.35318236794821,2.3165706630661287,1.612246464200026,Naive,14,T3564,0.9551428108336908
24.210000000000036,28.802416813276555,1.379365159146609,0.9572986993955414,SeasonalNaive,7,T3564,0.9551428108336908
34.91214285714289,39.677110799912995,1.9817916526715211,1.3804770322285906,SeasonalNaive,14,T3564,0.9551428108336908
30.070236551454823,32.220379020421724,1.7140839078428876,1.1890209971591874,AutoETS,7,T3564,0.9551428108336908
40.77237940859767,43.35206127771082,2.316502050631555,1.6121993299922366,AutoETS,14,T3564,0.9551428108336908
29.654522190248404,31.422950703769565,1.6901903251962898,1.1725830451846748,AutoTheta,7,T3564,0.9551428108336908
